"text","spam"
"Subject: greatly improve your stamina  my girlfriend loves the results , but she doesn ' t know what i do . she  thinks  it ' s natural - thomas , ca  i ' ve been using your product for 4 months now . i ' ve increased my  length from 2  to nearly 6 . your product has saved my sex life . - matt , fl  pleasure your partner every time with a bigger , longer , stronger unit  realistic gains quickly  to be a stud press  here  so much time had been consumed at the desert oasis that he felt he must  now hasten if he wished to reach home by saturday afternoon ; so , having  quickly come to a decision , he turned the indicator and began a swift flight  into the east  address listed in  above site  but i am one of the greatest humbug wizards that ever lived , and you  will realize this when we have all starved together and our bones are  scattered over the floor of this lonely cavei don ' t believe we ' ll  realize anything , when it comes to that , remarked dorothy , who had been deep  in thought for several hours he traveled above the great desert of gobi , but  by noon signs of a more fertile country began to appear , and , dropping to a  point nearer the earth , he was able to observe closely the country of the  chinese , with its crowded population and ancient but crude civilization  then he came to the great wall of china and to mighty peking , above which  he hovered some time , examining it curiously ",1
"Subject: it ' s just too small hloy  a man endowed with a 7 - 8 "" hammer is simply  better equipped than a man with a 5 - 6 "" hammer .  would you rather havemore than enough to get the job done or fall short . it ' s totally upto you . our methods are guaranteed to increase your size by 1 - 3 "" come in here and see how ",1
"Subject: roletes e roldanas para empilhadeiras  santos , julho de 2 . 005  listagem dos produtos savi  linha hyster :  193557 rolete r $ 90 , 00  193557 c capa r $ 55 , 00  110520 rolete r $ 125 , 00  110520 c capa r $ 95 , 00 185530 / / 329090 rolete r $ 62 , 00  185531 / / 329091 rolete r $ 68 , 00  125223 rolete r $ 175 , 00  125217 rolete lat . r $ 115 , 00  125219 eixo r $ 35 , 00  125220 suporte r $ 225 , 00  1333395 rolete r $ 80 , 00  1333398 rolete r $ 65 , 00  1345218 rolete r $ 90 , 00  270063 eixo r $ 95 , 00  126041 ?ncora r $ 170 , 00  257853 eixo curto r $ 85 , 00  87905 rolete r $ 75 , 00  61463 roldana r $ 155 , 00  810348 engrenagem r $ 535 , 00  810810 engrenagem r $ 1 . 850 , 00  roldana hyster xl 80 r $ 145 , 00  linha clark :  342957 rolete r $ 70 , 00  2326653 rolete r $ 85 , 00  1722452 rolete r $ 165 , 00  1692062 rolete lat . r $ 190 , 00  666354 rolete lat . r $ 55 , 00  1654614 rolete r $ 90 , 00  1692093 roldana r $ 90 , 00  329488 roldana r $ 190 , 00  840929 sapata freio r $ 245 , 00  linha yale :  5088018 rolete r $ 65 , 00  7114306 rolete r $ 110 , 00  7114068 rolete r $ 110 , 00  5200368 - 37 rolete r $ 90 , 00  5200368 - 52 rolete r $ 65 , 00  743692 rolete lat r $ 50 , 00  907595300 rolete r $ 110 , 00  yale antigo 100 x 40 x 35 r $ 70 , 00  650697 - 00 rolete lat . r $ 45 , 00  650698 - 00 rolete lat . r $ 45 , 00  650699 - 00 rolete lat . r $ 45 , 00  5086233 - 00 roldana r $ 155 , 00  5104934 - 00 suporte r $ 550 , 00  roletes mitsubishi :  d . ext . x d . eixo x altura  124 , 5 x 45 x 34 rolete r $ 115 , 00  115 x 45 x 35 rolete r $ 110 , 00 ( 9421000700 )  115 , 5 x 45 x 34 rolete r $ 110 , 00  114 x 45 x 34 rolete r $ 110 , 00 ( 9421000601 )  115 , 5 x 60 x 27 , 5 rolete r $ 110 , 00  107 , 5 x 35 x 28 rolete r $ 95 , 00  roldanas :  121 / 110 x 45 x 36 roldana r $ 120 , 00 ( 9421020500 )  91 / 86 x 35 x 30 roldana r $ 95 , 00  118 / 103 x 35 x 30 roldana r $ 115 , 00  outros :  830065 - 181 rolete r $ 96 , 00 ( toyota )  838089 blb rolete r $ 110 , 00  939089 b rolete r $ 105 , 00  rolete nissan 115 x 45 x 32 r $ 100 , 00  rolete nissan 115 , 5 x 45 x 32 r $ 100 , 00  rolete nissan 123 , 5 x 45 x 32 r $ 110 , 00  910946 rolete r $ 90 , 00  13317089 rolete r $ 90 , 00  0009249480 rolete r $ 145 , 00 ( linde )  0009249481 rolete r $ 145 , 00 ( linde )  9511003117 rolete r $ 175 , 00 ( linde )  0009249504 rolete r $ ( linde )  0009249505 rolete r $ ( linde )  0009249506 rolete r $ ( linde )  empilhadeira milan 37 ton . (  pre?os sob consulta )  rolete torre milan 37 ton .  rolete lat . torre milan 37 ton .  polia da corrente torre milan 37 ton .  polia das mang . hidr?ulico torre  rolete lat . milan 37 ton .  semi - eixo milan 37 ton .  confeccionamos todos os cil?ndros hidr?ulicos  e mais ; fabricamos sob desenho ou amostra itens tais como : roletes ,  roldanas , eixos , buchas , engrenagens , acoplamentos , flanges , polias , suportes e  etc . . estamos desde j? no aguardo de vosso contato  tel . : oxxl 3 32357817  telfax . : oxxl 3 32342055  hailson . savi @ terra . com . br  obs : voc? est?  recebendo este e - mail porque est? cadastrado para tal . caso voc? n?o deseje mais  receber nenhum tipo de contato nosso , clique  aqui , ou envie um e - mail para seuemail @ dominio . com com o assunto  remover .",1
"Subject: mega nneed offr  hello , welcome to pharmonli pitfall ne sho affect p  - one of the leading oniine pharmaceutical sho exsiccation ps  thereout v  compare g  a kibble l  l devisor l  l navigable a  r metaphysical a trousseaux cl  i billow sv atomicity a  coastal um  andmanyother .  - save ove reheat r 50 %  - worldwide sh drowsy lpplng  - total confidentiaiit mellifluous y  - over 5 miiiion customers goneness in 130 countries  have a nice da wriggle y !",1
"Subject: get the software you need , now !  save money on buying software ! ! !  reading this book is like waiting for the first shoe to drop .  free speech carries with it some freedom to listen .",1
"Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactiy when you want .  cialls has a iot of advantaqes over viagra  - the effect iasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with alcohoi ! we ship to any country !  get it right now ! . ",1
"Subject: viagra online now  levitra is in the class of oral impotence medication like viagra .  whatever you are , be a good one .  advice is a dangerous gift , even from the wise to the wise .  men in however high a station ought to fear the humble .",1
"Subject: you don _ t know how to get into search engine results ?  submitting your website in search engines may increase  your online sales dramatically .  if you invested time and money into your website , you  simply must submit your website  online otherwise it wiil be invisibie virtuaiiy , which means efforts spent in vain .  if you want  people to know about your website and boost your revenues , the oniy way to do  that is to  make your site visible in places  where peopie search for information , i . e .  submit your  website in multiple search engines .  submit your website online  and watch visitors stream to your e - business .  best regards ,  beatrizbass _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: peace tree designs : creating extraordinary art for ordinary items !  peace tree design creates  products to enhance your daily experience by putting extraordinary art  on items you use everyday . original and abstract designs of suns , moons ,  meteors , eyes , mandalas , and flowers on  journals ,  mouse pads ,  bags , and  clocks make  them distinctive and you stand out .  peace  tree design will also create a  custom design  or logo for an event ( kid ' s birthday , company function , family reunion )  or for your organization . ",1
"Subject: new impotence drug that treats male erectile dysfunction !  prescription medication for mens health and wellness .  he that dies pays all debts .  a contented mind is a continual feast .  nothing can be pleasing which is not also becoming .  sweet mercy is nobility ' s true badge .",1
"Subject: buy cialis online ! get control of your life again !  prescriptions for female sexual disfunction  just turn left at greenland . . .  poetry is the language in which man explores his own amazement .  horses lend us the wings we lack .",1
"Subject: increases cardiac output and athletic performance  no doctor visits required  recapture your youth and feel the energy  for many , this is a powerful second chance  press here to read about  http : / / yv . i 2 el . glowlineensured . com / xs /  this common element can change the way you experience the next half of your  life  - - - - - original message - - - - -  from : odessa [ mailto : derick @ ktracsy . com ]  sent : tuesday , march 3 , 2005 5 : 42 am  to : donnie ; rebbecca @ rixranxne . com ; blanche ; janelle ; kazuko  subject : fully living life  i am busy , no thank you , go above and use link and address is on site  his surprise was great when the garment of repulsion arrested the blow and  nearly overthrew the aggressor in turn .  snatching a dagger from his sash , he bounded upon the boy so fiercely that  the next instant the enraged turk found himself lying upon his back three  yards away , while his dagger flew through the air and landed deep in the  desert sands .  keep it up ! cried rob , bitterly . but why destroy my friends ? asked the  little wizard .",1
"Subject: now you can diversify the acts in your bedroom !  cialis drug information : an online resource on cialis , a new fda approved impotence drug  we all have strength enough to endure the misfortunes of others .  blessed are those who can give without remembering , and take without forgetting .  doubt is not a pleasant condition , but certainty is absurd .  this hath not offended the king .",1
"Subject: re :  good day ,  everybody will love to get p - p - t - v and pay not a cent .  so will you , check the below web address ,  copy it and paste in your browser .  the web address is :  check 4 choices . com  once who don ' t like such mails , plz . add slash and ' r ' to above address .  and plz . give upt 10 days .  i am missing working right now . .  was michael enjoying running early last month ? .  get back to you later ,  kristi olariu",1
"Subject: 300 million business charset = windows - 1252 "" >  sick and tired of  email directories that don ' t deliver what they promise ?  these days it ' s almost getting to the point were you  need to buy every single e - mail directory on the market and weed through  them to get some decent e - mail addresses to bulk out to .  well the buck stops here ! we ' ve bought almost every  good directory on the market , cleaned it up and compiled all 300 million  records on 3 cds for you !  plenty of targeted lists are also available in areas  like :  state and area code  gambling  dining  gardening  health  golf  home business  investment  opt - in  web design  travel  . . . and many more !  check out this amazing new collection today ! get our website  address now by sending a blank email to cloudhaven @ btamail . net . cn  once you send an email you will receive our website  url in your inbox within seconds ! ",1
"Subject: mix , rip and burn like a pro . download realplayer plus now .  advanced cd burning rip , mix and burn cds and mp 3 s faster at 320 kbps .  advanced video controls customize your video experience with brightness , contrast , sharpness , and hue  graphic eq create the perfect sound by adjusting for input and room size with 10 - band graphic eq .  crossfade set up segues , close gaps between tracks , and mix like a pro . ",1
"Subject: claim a free $ 25 kmart ( r ) gift card !  you are receiving this mailing because you are a  member of sendgreatoffers . com and subscribed as : jm @ netnoteinc . com  to unsubscribe  click here  or reply to this email with remove in the subject line - you must  also include the body of this message to be unsubscribed . any correspondence about  the products / services should be directed to  the company in the ad .  % em % jm @ netnoteinc . com % / em % ",1
"Subject: [ ilug - social ] lose 22 . 5 lbs in 3 weeks !  1 ) lose 22 . 5 lbs in 3 weeks !  flush fat away forever ! free 30 - day supply  http : / / www . adclick . ws / p . cfm ? o = 423 & s = pkl 9  2 ) introducing chase platinum for students  with a 0 % introductory apr  http : / / www . adclick . ws / p . cfm ? o = 421 & s = pkl 9  3 ) access your pc from anywhere - download now  http : / / www . adclick . ws / p . cfm ? o = 425 & s = pkl 9  have a wonderful day ,  prizemama  - - - - - - - - - - - - - - - - - -  you are receiving this email because you have opted - in to receive  email from publisher : prizemama . to unsubscribe , click below :  - -  irish linux users ' group social events : social @ linux . ie  http : / / www . linux . ie / mailman / listinfo / social for ( un ) subscription information .  list maintainer : listmaster @ linux . ie",1
"Subject: re : my pic  hi sweetie ,  come see me and my hot girl friends school at our new web site - >  http : / / picturepost . phreehost . com / mypic /  come to see fast before delete this page .",1
"Subject: delivery status notification ( failure )  this is an automatically generated delivery status notification .  delivery to the following recipients failed .  info @ simplythankyou . com",1
"Subject: the best investments  otc  newsletter  discover tomorrow ' s winners  for immediate release  cal - bay ( stock symbol : cbyi )  watch for analyst "" strong buy recommendations "" and several advisory newsletters picking cbyi . cbyi has filed to be traded on the otcbb , share prices historically increase when companies get listed on this larger trading exchange . cbyi is trading around 25 cents and should skyrocket to $ 2 . 66 - $ 3 . 25 a share in the near future .  put cbyi on your watch list , acquire a position today .  reasons to invest in cbyi  a profitable company and is on track to beat all earnings estimates !  one of the fastest growing distributors in environmental safety equipment instruments .  excellent management team , several exclusive contracts . impressive client list including the u . s . air force , anheuser - busch , chevron refining and mitsubishi heavy industries , ge - energy environmental research .  rapidly growing industry  industry revenues exceed $ 900 million , estimates indicate that there could be as much as $ 25 billion from "" smell technology "" by the end of 2003 .  ! ! ! ! ! congratulations ! ! ! ! ! our last recommendation to buy orbt at $ 1 . 29 rallied and is holding steady at $ 3 . 50 ! congratulations to all our subscribers that took advantage of this recommendation .  all removes honored . please allow 7 days to be removed and send all addresses to :  goneforgood @ btamail . net . cn  certain statements contained in this news release may be forward - looking statements within the meaning of the private securities litigation reform act of 1995 . these statements may be identified by such terms as "" expect "" , "" believe "" , "" may "" , "" will "" , and "" intend "" or similar terms . we are not a registered investment advisor or a broker dealer . this is not an offer to buy or sell securities . no recommendation that the securities of the companies profiled should be purchased , sold or held by individuals or entities that learn of the profiled companies . we were paid $ 27 , 000 in cash by a third party to publish this report . investing in companies profiled is high - risk and use of this information is for reading purposes only . if anyone decides to act as an investor , then it will be that investor ' s sole risk . investors are advised not to invest without the proper advisement from an attorney or a registered financial broker . do not rely solely on the information presented , do additional independent research to form your own opinion and decision regarding investing in the profiled companies . be advised that the purchase of such high - risk securities may result in the loss of your entire investment . not intended for recipients or residents of ca , co , ct , de , id , il , ia , la , mo , nv , nc , ok , oh , pa , ri , tn , va , wa , wv , wi . void where prohibited . the owners of this publication may already own free trading shares in cbyi and may immediately sell all or a portion of these shares into the open market at or about the time this report is published . factual statements are made as of the date stated and are subject to change without notice .  copyright c 2001  otc  * * * *",1
"Subject: achieve stronger and harder erections  penis growth extreme  http : / / www . siratu . com / ss /  there ' s really no fun in being sensible all the time . . . .  advice is least heeded when most needed .  some of us are becoming the men we wanted to marry .  my friend is one . . . who take me for what i am .  the way is harshness greeted with kindness , fear greeted with fortitude .",1
"Subject: upside only treasury - linked annuity  upside of annual increases in 5 - year t - note  bonus crediting over normal  treasury notes  alternative for large  municipal bond or t - note buyers  call or e - mail us today !  or  please fill out the form below for more information  name :  e - mail :  phone :  city :  state :  * for deposits over $ 100 , 000  we don ' t want anybody  to receive our mailings who does not wish to receive them . this is professional  communication sent to insurance professionals . to be removed from this  mailing list , do not reply to this message . instead , go here :  http : / / www . insurancemail . net  legal notice ",1
"Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactiy when you want .  cialis has a lot of advantages over viagra  - the effect lasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with aicohoi ! we ship to any country !  get it riqht now ! . ",1
"Subject: picks from analyst with high - level precision  small - cap stock finder  new developments expected to move western sierra mining , inc . stock  from $ o . 70 to over $ 4 . oo  westernsierramining . com  western sierra mining is a company on the move , fast ! big news is out !  big business is afoot for wsrm !  read on to find out why wsrm is our top pick this week .  * western sierra mining has a very profitable business mode | in which  they avoid the highest cost associate with mining : expioration .  essentia | | y , wester sierra operates mines on sites that have been previously  explored and found to be "" too small "" for the | argest mining companies ,  yet stil | produce handsome profits .  * the global mining industry boom wi | | continue for the foreseeable  future due to the impact of china - driven demand on commodity prices and  long suppiy - response lead times .  * news ! news ! news ! read on to find out why we expect wsrm to take off  this week !  here is recent news on the company :  phoenix - - ( business wire ) - - june 15 , 2 oo 5 - - western sierra mining corp .  ( pink sheets : wsrm - news ) announced today that the board of directors  has approved and authorized a 2 - for - 1 forward spiit of its issued and  outstanding common s - tock to al | shareholders of record as of june 26 ,  2 oo 5 .  the company stated that the reason for the split was to a | | ow  additional investors to participate in the long - term goals and objectives of  western .  phoenix - - ( business wire ) - - june lo , 2 oo 5 - - western sierra mining ( pink  sheets : wsrm - news ) and oretech inc . ( pink sheets : orte - news )  announced today that their respective boards of directors have agreed to enter  into an agreement to develop the silver piume and pittsburg mines  | ocated in coiorado .  commenting on the proposed transaction , the president of western sierra  mining , michael chaffee , said , "" the new aiignment with oretech wi | |  aliow each of the companies to utiiize their specific expertise to the  maximum benefit of the other . oretech is trying to focus on developing its  propriety extraction technology and western is expanding its mining  activities in the u . s . we have started our due diiigence on the property  and look forward to taking a proposal back to oretech by the end of the  month .  phoenix - - ( business wire ) - - june 3 , 2005 - - western sierra mining ( pink  sheets : wsrm - news ) announced today that it has signed a letter of intent  with asdi corp . providing wsrm the right to develop the asdi property  | ocated in crescent vailey at battie mountain , nev .  we cannot stress enough the significance of this news . a s - tock split  can oniy mean one thing ; good business ! with the split date set at june  26 , now is obviously the time to get in . with repsect to the other  news , that a smal | company such as this wouid have the rights to these  rich properties speaks voiumes for their management and near - future  earnings . that they wouid be so fortunate as to be involved with an industry  pioneer such as oretech is nothing short of extraordinary .  these fortuitous events have earned wsrm our highly recommendation  symbol : ( wsrm )  current price : 0 . 70  short term target price : 4 . 60  12 month target price : 8 . 90  * * * news from the industry * * *  * mining s - tocks have outperformed both the s & p 5 oo and the dow jones  industrial average over the last three years .  * profits by mining companies have doubled for the second year in a  row . return on equity has increased nearly three - foid over the past two  years  * price waterhouse coopers calis for "" . . . another bumper year for the  giobal mining industry in 2 oo 5 . "" they go on to say , "" the sustained  upturn in commodity prices has caught investors ' attention , creating a dash  for mining s - tocks . add the unprecedented profits and free cash flows  and we have a very buoyant industry . ""  for more information read , mine - enter the dragon , by price waterhouse  coopers , located at pwcglobal . com  disclaimer :  information within this email contains "" forward | ooking statements ""  within the meaning of section 27 a of the securities act of 1933 and  section 21 b of the securities exchange act of 1934 . any statements that  express or invoive discussions with respect to predictions ,  expectations , beliefs , pians , projections , objectives , goals ,  assumptions or future  events or performance are not statements of historica | fact and may be  "" forward | ooking statements . "" forward | ooking statements are based on  expectations , estimates and projections at the time the statements are  made that involve a number of risks and uncertainties which couid cause  actual results or events to differ materialiy from those presentiy  anticipated . forward looking statements in this action may be  identified  through the use of words such as "" projects "" , "" foresee "" , "" expects "" ,  "" wil | , "" "" anticipates , "" "" estimates , "" "" believes , "" "" understands "" or  that by  statements indicating certain actions "" may , "" "" could , "" or "" might "" occur .  as with many micro - cap s - tocks , today ' s company has additional risk  factors worth noting . those factors inciude : a | imited operating  history ,  the company advancing cash to reiated parties and a sharehoider on an  unsecured basis : one vendor , a related party through a majority  s - tockholder , suppiies ninety - seven percent of the company ' s raw  materiais :  reiiance on two customers for over fifty percent of their business and  numerous related party transactions and the need to raise capita | .  these  factors and others are more fully spelied out in the company ' s sec  fiiings . we urge you to read the filings before you invest . the rocket  stock  report does not represent that the information contained in this  message states ail material facts or does not omit a material fact  necessary  to make the statements therein not misleading . ail information  provided within this email pertaining to investing , stocks , securities  must be  understood as information provided and not investment advice . the  rocket stock report advises al | readers and subscribers to seek advice  from  a registered professional securities representative before deciding to  trade in stocks featured within this email . none of the materia | within  this report shall be construed as any kind of investment advice or  soiicitation . many of these companies are on the verge of bankruptcy .  you  can | ose al | your mone * y by investing in this stock . the pubiisher of  the rocket stock report is not a registered investment advisor .  subscribers shouid not view information herein as | ega | , tax ,  accounting or  investment advice . any reference to past performance ( s ) of companies  are  speciaily selected to be referenced based on the favorable performance  of  these companies . you would need perfect timing to achieve the results  in the examples given . there can be no assurance of that happening .  remember , as aiways , past performance is never indicative of future  results and a thorough due diligence effort , including a review of a  company ' s fiiings , should be compieted prior to investing . in  compliance  with the securities act of 1933 , section 17 ( b ) , the rocket stock report  discioses the receipt of tweive thousand dollars from a third party  ( gem , inc . ) , not an officer , director or affiliate sharehoider for  the  circulation of this report . gem , inc . has a position in the stoc * k  they  wi | | sel | at any time without notice . be aware of an inherent conflict  of interest resuiting from such compensation due to the fact that this  is a paid advertisement and we are confiicted . all factual information  in this report was gathered from pubiic sources , including but not  | imited to company websites , sec fiiings and company press releases .  the  rocket sto * ck report beiieves this information to be reiiabie but can  make  no guarantee as to its accuracy or completeness . use of the material  within this email constitutes your acceptance of these terms .",1
"Subject: what happend in your home ? ? ?  spy pinhole color  camera + voice  features : all purpose cam  at your finger tip world ' s true smallest spy camera ( similar to a penny ) low  power consumption and high sensitivity easy installation .  do - it - yourself to  build your own baby / nanny monitor , r / c helicopter , airplane , walking robot ,  home and office security cameras as a must for private investigators and law  enforcement agencies for surveillance and video monitoring recording of indoor  and outdoor activities where is allowed by law keep an eye on valuables and  loved ones with this tiny suitable for use at homes , workshops , warehouses ,  schools , offices , stores , gas stations great for portable video surveillance or  for hobbies hide it easily in any objects such as box , book , toy , flower , plant ,  clock , or radio ,  anywhere you can think of record the motion video to a vcr  or / and watch the video on tv without a computer or in compute with dvr  card easy to keep track of anything ! ! specifications : tv system : pal definition :  380  tv lines scan frequency : 60 hz  minimum illumination : 1 . 5 lux for color  effective element : 510 x 492  picture area : 4 . 69 x 3 . 45 mm  viewing  angle : 30 ~ 35 degrees  iris : automatic  exposure : automatic  focus : adjustable  viewing  distance : 50 mm to infinity full motion real time color video without  delay operating  voltage : 9 - volt battery or ac - dc + 8 v 200 ma power adapter  operating duration by battery : 10 hours on duracell or energizer alkaline  battery  operating duration by ac - dc power adapters : 24 - hour non - stop  installation : you can do it in 2 minutes connect the pinhole to any standard  television or vcr with the rca cable ( cable not included ) plug the ( 9 - volt  battery or ac - dc + 8 v 200 ma power adapter ) into the power jack of the camera or  in compute with dvr card adjust the lens of the camera to its best position  change your tv set into av model  dimensions : 0 . 875 oz . ( net weight ) 1 . 125 oz . ( gross weight ) 0 . 725 inches x 0 . 875  inches x 0 . 875 inches ( w x l x h )  only  29 $ including shipping to worldwide !  to order click here !  to buy dvr ' s ,  security cameras and more , click here ! ",1
"Subject: * free real estate info ! *  great news webmaster ,  finally - a foreclosure tycoon reveals his most closely guarded secrets !  for the first time ever , we are proud to bring you foreclosure ' s most closely guarded secrets - a complete , turn - key system to either owning your own home or making a fortune in foreclosure real estate without tenants , headaches and bankers .  free information for a revolutionary brand - new approach to show you exactly how to buy a foreclosure or make a fortune in foreclosure real estate in today ' s market .  are you ready to take advantage of this amazing information ?  webmaster , take this first step to improving your life in the next 2 minutes !  for free information click here :  to unsubscribe or change subscriber options click :  click here  - - - -  this sf . net email is sponsored by : thinkgeek  welcome to geek heaven .  http : / / thinkgeek . com / sf  spamassassin - sightings mailing list ",1
"Subject: urgent reply needed  from : mr . usman bello .  attention sir  in appreciation of your esteemed contact received through a reliable source , first of all , i wish to introduce myself to you , i am mr usman bello . the only surviving son of the late dr . mustapha bello who was one of the aid to the former leader of my country iraq before he was killed in a war in my country . i know that this mail will come to you as a surprise but honestly i do not intend to surprise you . i write this letter in respect of my intention to invest the sum of us $ 10 , 000 , 000 . 00 in your company which i inherited from my father proceeds before his death . my mother is from haiti while my father is from iraq before they got married as husband and wife . i am now left with my only surviving mother who unfortunately has been critically ill since late last year because of the shock the death of my late father caused her .  when my father with the rest members of my family was killed on 16 th january 2003 during the war , i and my mother escaped to iran with the help of united nations officials from there we came to thailand through the united nation peace keeping pilot . the fund is now with the financial firm . in view of this plight , i expect you to be trust worthy and kind enough to assist me , i hereby agree to compensate your sincere and candid effort in this regard with 20 % of the total fund and 10 % for expenses , which may arise during the transaction .  whatever your decision is , please contact me immediately through the above email . i also appeal to you to keep this matter secret for the interest of my family .  best regards .  usman bello .",1
"Subject: got a mortgage ? 6 . 25 30 yr fixed free instant quote djf  dear  homeowner ,  * 6 . 25 %  30 yr fixed rate mortgage  interest  rates are at their lowest point in 40 years ! we help you find the  best rate for your situation by matching your needs with hundreds  of lenders ! home improvement , refinance , second  mortgage , home equity loans , and more ! even with less  than perfect credit !  click here for a free quote !  lock  in your low fixed rate today  ano  cost out of pocket  ano  obligation  afree  consultation  aall  credit grades accepted  rates as low as  6 . 25 % won ' t stay this low forever click here  * based on mortgage rate as of 5 - 15 - 02 as low as 6 . 25 % see lender  for details  h  apply  now and one of our lending partners will get back to you within  48 hours .  click here !  to be removed please clicking  here . ",1
"Subject: look ! y o u are a w i n n e r here ! - don ' t miss out ! ! 6674  f i n a l n o t i c e !  new program pays you immediately !  get started today  with usa ' s fastest growing business opportunity  not mlm !  here you get paid large checks the same day !  use the internet to make money 24 hours a day !  i made unbelievable $ 21 , 000 in june !  . . and will prove it , if you wish !  everybody can do this !  - a u t o p i l o t system ! -  our system generates all leads for you !  minimum cash outlay gets you started today !  program available in us and canada only !  are you ready to change your life ?  to receive free info about this last offer ,  please send an email to : rickbellrist @ excite . com  with "" send info "" in the subject line ! !  ( do not click reply ! )  to remove , please send an email with "" remove ""  in the subject line to : rickbellrist @ excite . com  - - - -  this sf . net email is sponsored by : thinkgeek  welcome to geek heaven .  http : / / thinkgeek . com / sf  spamassassin - sightings mailing list ",1
